time,temperature,dwpt,humidity,precipitation,snow,wdir,windspeed,wpgt,pres,tsun,cloudcover,location
2024-04-17 00:00:00,17.2,-1.0,29.0,0.0,,100.0,5.4,,1019.2,,2.0,Boston
2024-04-17 01:00:00,12.2,3.9,57.0,0.0,,360.0,5.4,,1019.6,,2.0,Boston
2024-04-17 02:00:00,12.2,3.9,57.0,0.0,,360.0,5.4,,1019.6,,2.0,Boston
2024-04-17 03:00:00,11.7,2.2,52.0,0.0,,10.0,14.8,,1021.7,,1.0,Boston
2024-04-17 04:00:00,9.4,2.7,63.0,0.0,,30.0,13.0,,1022.4,,1.0,Boston
2024-04-17 05:00:00,9.4,3.4,66.0,0.0,,50.0,20.5,,1022.5,,1.0,Boston
2024-04-17 06:00:00,7.8,3.3,73.0,0.0,,40.0,14.8,,1022.3,,2.0,Boston
2024-04-17 07:00:00,7.8,3.3,73.0,0.0,,40.0,14.8,,1022.3,,2.0,Boston
2024-04-17 08:00:00,6.7,1.6,70.0,0.0,,40.0,9.4,,1023.1,,2.0,Boston
2024-04-17 09:00:00,6.1,1.0,70.0,0.0,,30.0,7.6,,1024.0,,2.0,Boston
2024-04-17 10:00:00,7.2,0.6,63.0,0.0,,50.0,11.2,,1024.3,,2.0,Boston
2024-04-17 11:00:00,7.2,0.6,63.0,0.0,,50.0,11.2,,1024.3,,2.0,Boston
2024-04-17 12:00:00,8.3,0.0,56.0,0.0,,60.0,9.4,,1024.4,,2.0,Boston
2024-04-17 13:00:00,8.9,-0.7,51.0,0.0,,80.0,11.2,,1024.1,,2.0,Boston
2024-04-17 14:00:00,8.9,1.1,58.0,0.0,,130.0,14.8,,1023.4,,2.0,Boston
2024-04-17 15:00:00,9.4,1.1,56.0,0.0,,120.0,14.8,,1023.1,,2.0,Boston
2024-04-17 16:00:00,9.4,1.1,56.0,0.0,,120.0,14.8,,1023.1,,2.0,Boston
2024-04-17 17:00:00,9.4,1.8,59.0,0.0,,100.0,20.5,,1021.8,,3.0,Boston
2024-04-17 18:00:00,9.4,1.8,59.0,0.0,,100.0,20.5,,1021.8,,3.0,Boston
2024-04-17 19:00:00,8.9,1.8,61.0,0.0,,100.0,33.5,,1020.3,,3.0,Boston
2024-04-17 20:00:00,8.9,1.8,61.0,0.0,,100.0,33.5,,1020.3,,3.0,Boston
2024-04-17 21:00:00,8.9,2.9,66.0,0.0,,100.0,25.9,,1020.0,,4.0,Boston
2024-04-17 22:00:00,9.4,3.4,66.0,0.0,,130.0,20.5,,1020.1,,4.0,Boston
2024-04-17 23:00:00,8.9,3.9,71.0,0.0,,130.0,20.5,,1020.5,,4.0,Boston
2024-04-18 00:00:00,8.9,3.9,71.0,0.0,,120.0,22.3,,1020.5,,4.0,Boston
2024-04-18 01:00:00,8.3,3.9,74.0,0.0,,110.0,22.3,,1021.7,,4.0,Boston
2024-04-18 02:00:00,8.3,3.9,74.0,0.0,,140.0,14.8,,1022.0,,4.0,Boston
2024-04-18 03:00:00,8.3,3.3,71.0,0.0,,130.0,13.0,,1022.2,,4.0,Boston
2024-04-18 04:00:00,7.8,2.9,71.0,0.0,,140.0,18.4,,1021.9,,4.0,Boston
2024-04-18 05:00:00,7.8,2.9,71.0,0.0,,140.0,18.4,,1021.9,,4.0,Boston
2024-04-18 06:00:00,8.3,2.1,65.0,0.0,,100.0,9.4,,1020.2,,4.0,Boston
2024-04-18 07:00:00,7.8,3.8,76.0,0.0,,80.0,13.0,,1020.0,,4.0,Boston
2024-04-18 08:00:00,7.8,2.9,71.0,0.0,,70.0,22.3,,1020.1,,4.0,Boston
2024-04-18 09:00:00,7.8,2.9,71.0,0.0,,70.0,22.3,,1020.1,,4.0,Boston
2024-04-18 10:00:00,7.2,3.3,76.0,0.0,,70.0,25.9,,1021.1,,4.0,Boston
2024-04-18 11:00:00,7.2,2.9,74.0,0.0,,80.0,24.1,,1021.9,,4.0,Boston
2024-04-18 12:00:00,7.2,2.9,74.0,0.0,,80.0,24.1,,1021.9,,4.0,Boston
2024-04-18 13:00:00,7.8,3.3,73.0,0.0,,80.0,16.6,,1022.0,,4.0,Boston
2024-04-18 14:00:00,7.8,3.3,73.0,0.0,,80.0,18.4,,1021.8,,4.0,Boston
2024-04-18 15:00:00,7.8,3.8,76.0,0.0,,80.0,18.4,,1021.7,,4.0,Boston
2024-04-18 16:00:00,7.8,3.8,76.0,0.0,,80.0,18.4,,1021.7,,4.0,Boston
2024-04-18 17:00:00,8.3,3.9,74.0,0.0,,60.0,18.4,,1021.9,,4.0,Boston
2024-04-18 18:00:00,7.8,3.8,76.0,0.0,,60.0,16.6,,1021.8,,7.0,Boston
2024-04-18 19:00:00,7.2,4.3,82.0,0.0,,50.0,13.0,,1021.9,,7.0,Boston
2024-04-18 20:00:00,7.2,5.0,86.0,1.0,,40.0,13.0,,1022.4,,7.0,Boston
2024-04-18 21:00:00,7.2,5.0,86.0,1.8,,40.0,13.0,,1022.4,,8.0,Boston
2024-04-18 22:00:00,7.2,5.0,86.0,0.8,,30.0,13.0,,1022.5,,7.0,Boston
2024-04-18 23:00:00,7.2,4.0,80.0,0.2,,30.0,9.4,,1022.5,,7.0,Boston
2024-04-19 00:00:00,6.7,5.0,89.0,0.3,,20.0,9.4,,1022.5,,7.0,Boston
2024-04-19 01:00:00,6.7,5.0,89.0,0.0,,20.0,9.4,,1022.5,,4.0,Boston
2024-04-19 02:00:00,7.2,5.0,86.0,0.0,,10.0,11.2,,1023.2,,4.0,Boston
2024-04-19 03:00:00,7.2,5.0,86.0,0.0,,10.0,11.2,,1023.2,,4.0,Boston
2024-04-19 04:00:00,7.2,5.0,86.0,0.0,,50.0,11.2,,1022.8,,4.0,Boston
2024-04-19 05:00:00,6.7,5.0,89.0,0.0,,60.0,11.2,,1022.4,,4.0,Boston
2024-04-19 06:00:00,6.7,5.0,89.0,0.0,,60.0,11.2,,1022.4,,4.0,Boston
2024-04-19 07:00:00,6.7,4.4,85.0,0.0,,70.0,13.0,,1022.3,,4.0,Boston
2024-04-19 08:00:00,6.7,4.4,85.0,0.0,,40.0,9.4,,1022.7,,4.0,Boston
2024-04-19 09:00:00,6.7,4.4,85.0,0.0,,70.0,9.4,,1022.3,,4.0,Boston
2024-04-19 10:00:00,6.7,4.4,85.0,0.0,,70.0,9.4,,1022.3,,4.0,Boston
2024-04-19 11:00:00,7.2,4.0,80.0,0.0,,120.0,5.4,,1023.5,,4.0,Boston
2024-04-19 12:00:00,7.8,5.1,83.0,0.0,,70.0,11.2,,1023.1,,4.0,Boston
2024-04-19 13:00:00,8.9,5.6,80.0,0.0,,100.0,13.0,,1022.6,,4.0,Boston
2024-04-19 14:00:00,10.0,5.0,71.0,0.0,,100.0,11.2,,1022.6,,3.0,Boston
2024-04-19 15:00:00,10.0,5.0,71.0,0.0,,70.0,11.2,,1022.6,,3.0,Boston
2024-04-19 16:00:00,10.6,4.5,66.0,0.0,,90.0,29.5,,1021.3,,3.0,Boston
2024-04-19 17:00:00,10.6,4.9,68.0,0.0,,90.0,29.5,,1020.3,,4.0,Boston
2024-04-19 18:00:00,11.1,5.0,66.0,0.0,,90.0,31.7,,1019.9,,4.0,Boston
2024-04-19 19:00:00,11.1,5.0,66.0,0.0,,110.0,37.1,,1019.9,,4.0,Boston
2024-04-19 20:00:00,11.7,4.4,61.0,0.0,,110.0,35.3,,1018.3,,4.0,Boston
2024-04-19 21:00:00,11.7,3.2,56.0,0.0,,110.0,35.3,,1017.9,,4.0,Boston
2024-04-19 22:00:00,11.7,1.0,48.0,0.0,,120.0,27.7,,1018.2,,4.0,Boston
2024-04-19 23:00:00,10.0,2.1,58.0,0.0,,170.0,24.1,,1018.1,,4.0,Boston
2024-04-20 00:00:00,10.0,2.1,58.0,0.0,,170.0,24.1,,1018.1,,4.0,Boston
2024-04-20 01:00:00,9.4,1.1,56.0,0.0,,190.0,20.5,,1018.8,,4.0,Boston
2024-04-20 02:00:00,9.4,1.8,59.0,0.0,,190.0,20.5,,1018.1,,4.0,Boston
2024-04-20 03:00:00,8.9,2.9,66.0,0.0,,200.0,20.5,,1017.5,,4.0,Boston
2024-04-20 04:00:00,8.9,3.9,71.0,0.0,,200.0,18.4,,1017.1,,4.0,Boston
2024-04-20 05:00:00,8.9,3.9,71.0,0.0,,200.0,18.4,,1017.1,,4.0,Boston
2024-04-20 06:00:00,8.9,5.6,80.0,0.0,,200.0,13.0,,1015.6,,4.0,Boston
2024-04-20 07:00:00,8.9,6.2,83.0,0.0,,210.0,16.6,,1015.5,,7.0,Boston
2024-04-20 08:00:00,8.9,6.2,83.0,0.0,,210.0,16.6,,1015.5,,7.0,Boston
2024-04-20 09:00:00,8.9,7.2,89.0,0.0,,220.0,13.0,,1014.6,,7.0,Boston
2024-04-20 10:00:00,8.9,7.2,89.0,0.0,,220.0,13.0,,1014.6,,7.0,Boston
2024-04-20 11:00:00,8.9,7.8,93.0,0.0,,210.0,13.0,,1014.1,,7.0,Boston
2024-04-20 12:00:00,8.9,8.3,96.0,0.3,,180.0,11.2,,1013.6,,7.0,Boston
2024-04-20 13:00:00,10.0,9.4,96.0,5.3,,220.0,9.4,,1013.2,,7.0,Boston
2024-04-20 14:00:00,10.0,10.0,100.0,0.5,,180.0,13.0,,1012.9,,7.0,Boston
2024-04-20 15:00:00,10.0,10.0,100.0,1.0,,180.0,13.0,,1012.9,,7.0,Boston
2024-04-20 16:00:00,12.2,9.9,86.0,0.5,,210.0,14.8,,1011.2,,7.0,Boston
2024-04-20 17:00:00,13.3,9.9,80.0,0.0,,240.0,11.2,,1010.8,,7.0,Boston
2024-04-20 18:00:00,13.9,9.9,77.0,0.0,,170.0,14.8,,1009.4,,7.0,Boston
2024-04-20 19:00:00,13.9,9.9,77.0,0.0,,170.0,14.8,,1009.4,,7.0,Boston
2024-04-20 20:00:00,14.4,9.4,72.0,0.0,,150.0,9.4,,1008.6,,4.0,Boston
2024-04-20 21:00:00,15.0,9.4,72.0,0.3,,310.0,14.8,,1008.6,,4.0,Boston
2024-04-20 22:00:00,14.4,2.9,46.0,0.0,,310.0,7.6,,1008.8,,3.0,Boston
2024-04-20 23:00:00,15.0,2.9,46.0,0.0,,290.0,14.8,,1009.8,,3.0,Boston
2024-04-21 00:00:00,15.0,1.8,41.0,0.0,,290.0,14.8,,1009.8,,3.0,Boston
2024-04-21 01:00:00,10.0,-0.5,48.0,0.0,,290.0,25.9,,1012.7,,3.0,Boston
2024-04-21 02:00:00,9.4,-0.5,50.0,0.0,,290.0,20.5,,1013.3,,2.0,Boston
2024-04-21 03:00:00,8.3,-2.1,48.0,0.0,,290.0,20.5,,1014.0,,2.0,Boston
2024-04-21 04:00:00,7.8,-2.3,49.0,0.0,,290.0,18.4,,1013.9,,2.0,Boston
2024-04-21 05:00:00,7.8,-2.3,49.0,0.0,,290.0,18.4,,1013.9,,2.0,Boston
2024-04-21 06:00:00,6.7,-3.3,49.0,0.0,,290.0,20.5,,1014.2,,1.0,Boston
2024-04-21 07:00:00,5.6,-3.2,53.0,0.0,,300.0,18.4,,1013.7,,1.0,Boston
2024-04-21 08:00:00,5.0,-3.3,55.0,0.0,,280.0,16.6,,1013.9,,1.0,Boston
2024-04-21 09:00:00,5.0,-3.3,55.0,0.0,,290.0,16.6,,1013.9,,2.0,Boston
2024-04-21 10:00:00,5.0,-3.3,55.0,0.0,,290.0,16.6,,1013.9,,4.0,Boston
2024-04-21 11:00:00,6.7,-2.2,53.0,0.0,,290.0,16.6,,1015.3,,2.0,Boston
2024-04-21 12:00:00,8.3,-2.1,48.0,0.0,,290.0,11.2,,1015.1,,2.0,Boston
2024-04-21 13:00:00,10.0,-1.7,44.0,0.0,,272.0,9.4,,1014.5,,2.0,Boston
2024-04-21 14:00:00,10.0,-2.3,42.0,0.0,,260.0,7.6,,1013.7,,3.0,Boston
2024-04-21 15:00:00,10.0,-2.3,42.0,0.0,,260.0,7.6,,1013.7,,3.0,Boston
2024-04-21 16:00:00,10.6,-3.1,38.0,0.0,,240.0,25.9,,1012.7,,3.0,Boston
2024-04-21 17:00:00,11.1,-3.8,35.0,0.0,,250.0,24.1,,1012.3,,3.0,Boston
2024-04-21 18:00:00,10.6,-3.1,38.0,0.0,,250.0,20.5,,1011.6,,3.0,Boston
2024-04-21 19:00:00,10.6,-3.1,38.0,0.0,,250.0,20.5,,1011.6,,4.0,Boston
2024-04-21 20:00:00,10.6,-3.9,36.0,0.0,,280.0,22.3,,1010.9,,4.0,Boston
2024-04-21 21:00:00,10.0,-4.4,36.0,0.0,,280.0,22.3,,1010.9,,4.0,Boston
2024-04-21 22:00:00,10.0,-5.6,33.0,0.0,,290.0,25.9,,1011.0,,4.0,Boston
2024-04-21 23:00:00,8.9,-5.0,37.0,0.0,,280.0,22.3,,1011.7,,4.0,Boston
2024-04-22 00:00:00,8.9,-5.0,37.0,0.0,,280.0,22.3,,1011.7,,4.0,Boston
2024-04-22 01:00:00,8.3,-4.5,40.0,0.0,,280.0,14.8,,1012.3,,3.0,Boston
2024-04-22 02:00:00,7.8,-4.0,43.0,0.0,,270.0,16.6,,1012.4,,3.0,Boston
2024-04-22 03:00:00,7.2,-4.0,45.0,0.0,,270.0,20.5,,1012.6,,2.0,Boston
2024-04-22 04:00:00,7.2,-4.0,45.0,0.0,,270.0,20.5,,1012.6,,2.0,Boston
2024-04-22 05:00:00,6.7,-3.8,47.0,0.0,,270.0,16.6,,1012.4,,2.0,Boston
2024-04-22 06:00:00,6.1,-3.8,49.0,0.0,,280.0,14.8,,1012.4,,2.0,Boston
2024-04-22 07:00:00,5.6,-3.2,53.0,0.0,,260.0,14.8,,1012.9,,1.0,Boston
2024-04-22 08:00:00,5.6,-3.2,53.0,0.0,,260.0,14.8,,1013.1,,1.0,Boston
2024-04-22 09:00:00,5.6,-3.2,53.0,0.0,,260.0,14.8,,1013.1,,1.0,Boston
2024-04-22 10:00:00,6.1,-2.8,53.0,0.0,,280.0,18.4,,1015.1,,4.0,Boston
2024-04-22 11:00:00,6.7,-2.8,53.0,0.0,,280.0,18.4,,1015.7,,2.0,Boston
2024-04-22 12:00:00,7.8,-6.6,38.0,0.0,,330.0,20.5,,1015.9,,2.0,Boston
2024-04-22 13:00:00,8.3,-8.3,31.0,0.0,,330.0,20.5,,1016.5,,2.0,Boston
2024-04-22 14:00:00,8.3,-10.1,26.0,0.0,,280.0,33.5,,1016.5,,2.0,Boston
2024-04-22 15:00:00,10.0,-10.8,22.0,0.0,,310.0,18.4,,1016.6,,2.0,Boston
2024-04-22 16:00:00,10.6,-9.2,24.0,0.0,,330.0,20.5,,1016.6,,2.0,Boston
2024-04-22 17:00:00,12.2,-9.5,21.0,0.0,,330.0,9.4,,1016.6,,2.0,Boston
2024-04-22 18:00:00,12.8,-9.6,20.0,0.0,,270.0,14.8,,1016.5,,2.0,Boston
2024-04-22 19:00:00,12.8,-9.6,20.0,0.0,,270.0,14.8,,1016.5,,2.0,Boston
2024-04-22 20:00:00,13.9,-10.1,18.0,0.0,,320.0,11.2,,1016.7,,2.0,Boston
2024-04-22 21:00:00,11.1,-5.0,32.0,0.0,,320.0,5.4,,1017.2,,2.0,Boston
2024-04-22 22:00:00,9.4,-5.0,32.0,0.0,,120.0,13.0,,1017.8,,2.0,Boston
2024-04-22 23:00:00,8.3,0.0,52.0,0.0,,100.0,11.2,,1018.6,,2.0,Boston
2024-04-23 00:00:00,8.3,0.0,56.0,0.0,,100.0,11.2,,1018.6,,2.0,Boston
2024-04-23 01:00:00,7.2,0.6,63.0,0.0,,170.0,13.0,,1020.3,,2.0,Boston
2024-04-23 02:00:00,6.7,1.0,67.0,0.0,,190.0,13.0,,1020.5,,2.0,Boston
2024-04-23 03:00:00,6.1,1.6,73.0,0.0,,200.0,11.2,,1020.8,,1.0,Boston
2024-04-23 04:00:00,6.1,1.6,73.0,0.0,,200.0,11.2,,1020.8,,1.0,Boston
2024-04-23 05:00:00,5.6,1.7,76.0,0.0,,210.0,9.4,,1020.6,,1.0,Boston
2024-04-23 06:00:00,5.6,2.2,79.0,0.0,,220.0,9.4,,1020.8,,1.0,Boston
2024-04-23 07:00:00,5.0,2.9,86.0,0.0,,260.0,7.6,,1021.0,,1.0,Boston
2024-04-23 08:00:00,4.4,2.7,89.0,0.0,,180.0,14.8,,1021.6,,1.0,Boston
2024-04-23 09:00:00,4.4,2.7,89.0,0.0,,180.0,14.8,,1021.6,,1.0,Boston
2024-04-23 10:00:00,5.0,4.4,96.0,0.0,,190.0,7.6,,1022.4,,2.0,Boston
2024-04-23 11:00:00,5.0,4.4,96.0,0.0,,190.0,7.6,,1022.4,,5.0,Boston
2024-04-23 12:00:00,7.8,4.9,82.0,0.0,,170.0,7.6,,1023.1,,5.0,Boston
2024-04-23 13:00:00,8.9,5.6,80.0,0.0,,120.0,11.2,,1022.7,,2.0,Boston
2024-04-23 14:00:00,11.7,4.0,59.0,0.0,,130.0,13.0,,1022.1,,2.0,Boston
2024-04-23 15:00:00,11.7,4.0,59.0,0.0,,130.0,13.0,,1022.1,,2.0,Boston
2024-04-23 16:00:00,12.2,3.9,57.0,0.0,,100.0,24.1,,1020.1,,2.0,Boston
2024-04-23 17:00:00,13.3,3.9,53.0,0.0,,100.0,35.3,,1019.2,,2.0,Boston
2024-04-23 18:00:00,13.9,2.8,47.0,0.0,,110.0,33.5,,1017.7,,2.0,Boston
2024-04-23 19:00:00,13.9,2.8,47.0,0.0,,120.0,29.5,,1017.7,,2.0,Boston
2024-04-23 20:00:00,15.0,0.0,36.0,0.0,,170.0,25.9,,1016.6,,2.0,Boston
2024-04-23 21:00:00,13.9,-0.6,37.0,0.0,,170.0,24.1,,1016.7,,2.0,Boston
2024-04-23 22:00:00,12.2,-2.8,35.0,0.0,,210.0,24.1,,1016.6,,2.0,Boston
2024-04-23 23:00:00,12.2,-2.8,35.0,0.0,,210.0,24.1,,1016.6,,2.0,Boston
2024-04-24 00:00:00,8.9,-4.0,40.0,0.0,,170.0,20.5,,1016.7,,2.0,Boston
2024-04-24 01:00:00,7.8,-2.3,49.0,0.0,,200.0,22.3,,1016.9,,2.0,Boston
2024-04-24 02:00:00,7.2,-1.0,56.0,0.0,,190.0,16.6,,1016.3,,2.0,Boston
2024-04-24 03:00:00,7.2,-1.7,53.0,0.0,,210.0,16.6,,1015.6,,2.0,Boston
2024-04-24 04:00:00,7.2,-1.7,53.0,0.0,,210.0,16.6,,1015.6,,2.0,Boston
2024-04-24 05:00:00,6.1,-1.1,60.0,0.0,,210.0,16.6,,1014.3,,2.0,Boston
2024-04-24 06:00:00,6.1,0.0,65.0,0.0,,190.0,13.0,,1013.2,,2.0,Boston
2024-04-24 07:00:00,6.7,-0.5,60.0,0.0,,180.0,11.2,,1012.3,,3.0,Boston
2024-04-24 08:00:00,6.7,-0.5,60.0,0.0,,180.0,11.2,,1012.3,,3.0,Boston
2024-04-24 09:00:00,6.7,0.6,65.0,0.0,,180.0,16.6,,1011.6,,4.0,Boston
2024-04-24 10:00:00,7.8,1.6,65.0,0.0,,220.0,14.8,,1010.7,,4.0,Boston
2024-04-24 11:00:00,7.8,1.6,65.0,0.0,,220.0,14.8,,1010.7,,4.0,Boston
2024-04-24 12:00:00,9.4,2.7,63.0,0.0,,190.0,18.4,,1009.9,,4.0,Boston
2024-04-24 13:00:00,10.6,2.9,59.0,0.0,,190.0,18.4,,1009.8,,4.0,Boston
2024-04-24 14:00:00,11.7,3.2,56.0,0.0,,220.0,22.3,,1009.7,,4.0,Boston
2024-04-24 15:00:00,11.7,3.2,56.0,0.0,,220.0,22.3,,1009.7,,4.0,Boston
2024-04-24 16:00:00,11.1,4.3,63.0,0.3,,220.0,18.4,,1009.3,,4.0,Boston
2024-04-24 17:00:00,12.8,5.7,62.0,0.0,,210.0,18.4,,1008.6,,4.0,Boston
2024-04-24 18:00:00,15.0,4.9,51.0,0.0,,250.0,18.4,,1008.5,,4.0,Boston
2024-04-24 19:00:00,17.2,5.2,45.0,0.0,,260.0,18.4,,1008.0,,4.0,Boston
2024-04-24 20:00:00,18.3,4.1,39.0,0.0,,250.0,27.7,,1007.5,,4.0,Boston
2024-04-24 21:00:00,16.7,4.4,44.0,0.4,,270.0,31.7,,1009.0,,3.0,Boston
2024-04-24 22:00:00,13.9,6.7,62.0,0.0,,270.0,33.5,,1010.6,,4.0,Boston
2024-04-24 23:00:00,11.7,2.7,54.0,0.0,,280.0,18.4,,1013.9,,3.0,Boston
2024-04-25 00:00:00,11.7,2.7,54.0,0.0,,330.0,31.7,,1013.9,,2.0,Boston
2024-04-25 01:00:00,7.2,-2.8,49.0,0.0,,310.0,27.7,,1018.3,,2.0,Boston
2024-04-25 02:00:00,5.0,-6.0,45.0,0.0,,310.0,27.7,,1019.7,,2.0,Boston
2024-04-25 03:00:00,3.3,-7.8,44.0,0.0,,330.0,18.4,,1021.2,,2.0,Boston
2024-04-25 04:00:00,3.3,-7.8,44.0,0.0,,330.0,18.4,,1021.2,,1.0,Boston
2024-04-25 05:00:00,2.8,-7.1,48.0,0.0,,330.0,14.8,,1023.1,,1.0,Boston
2024-04-25 06:00:00,2.2,-7.7,48.0,0.0,,330.0,20.5,,1023.4,,1.0,Boston
2024-04-25 07:00:00,1.7,-8.4,47.0,0.0,,340.0,13.0,,1023.8,,1.0,Boston
2024-04-25 08:00:00,1.1,-9.2,46.0,0.0,,340.0,14.8,,1024.6,,1.0,Boston
2024-04-25 09:00:00,1.1,-9.2,46.0,0.0,,340.0,14.8,,1024.6,,1.0,Boston
2024-04-25 10:00:00,1.7,-11.1,38.0,0.0,,350.0,18.4,,1026.3,,4.0,Boston
2024-04-25 11:00:00,2.8,-11.5,34.0,0.0,,360.0,16.6,,1027.0,,2.0,Boston
2024-04-25 12:00:00,4.4,-11.3,31.0,0.0,,360.0,5.4,,1027.8,,2.0,Boston
2024-04-25 13:00:00,5.0,-11.2,30.0,0.0,,20.0,9.4,,1028.2,,2.0,Boston
2024-04-25 14:00:00,5.0,-11.2,30.0,0.0,,20.0,9.4,,1028.2,,2.0,Boston
2024-04-25 15:00:00,6.1,-6.8,39.0,0.0,,120.0,16.6,,1027.9,,2.0,Boston
2024-04-25 16:00:00,7.2,-6.2,38.0,0.0,,120.0,16.6,,1027.2,,2.0,Boston
2024-04-25 17:00:00,8.9,-5.8,35.0,0.0,,120.0,18.4,,1026.6,,2.0,Boston
2024-04-25 18:00:00,8.9,-5.8,35.0,0.0,,120.0,18.4,,1026.6,,2.0,Boston
2024-04-25 19:00:00,10.0,-5.6,33.0,0.0,,120.0,18.4,,1025.1,,2.0,Boston
2024-04-25 20:00:00,8.9,-1.0,50.0,0.0,,110.0,25.9,,1025.0,,2.0,Boston
2024-04-25 21:00:00,8.9,0.1,54.0,0.0,,90.0,20.5,,1025.1,,2.0,Boston
2024-04-25 22:00:00,8.3,0.5,58.0,0.0,,120.0,22.3,,1025.1,,2.0,Boston
2024-04-25 23:00:00,8.3,-3.3,44.0,0.0,,170.0,24.1,,1026.0,,2.0,Boston
2024-04-26 00:00:00,8.3,-3.3,44.0,0.0,,170.0,24.1,,1026.0,,2.0,Boston
2024-04-26 01:00:00,6.1,-0.6,62.0,0.0,,210.0,22.3,,1028.1,,2.0,Boston
2024-04-26 02:00:00,5.6,-0.7,64.0,0.0,,210.0,16.6,,1028.6,,2.0,Boston
2024-04-26 03:00:00,5.0,0.0,70.0,0.0,,210.0,14.8,,1029.1,,1.0,Boston
2024-04-26 04:00:00,5.0,0.0,70.0,0.0,,210.0,14.8,,1029.1,,1.0,Boston
2024-04-26 05:00:00,4.4,0.0,73.0,0.0,,240.0,14.8,,1029.3,,1.0,Boston
2024-04-26 06:00:00,4.4,0.0,73.0,0.0,,240.0,20.5,,1029.3,,1.0,Boston
2024-04-26 07:00:00,4.4,0.0,73.0,0.0,,270.0,13.0,,1029.8,,1.0,Boston
2024-04-26 08:00:00,3.3,-0.5,76.0,0.0,,290.0,7.6,,1030.3,,1.0,Boston
2024-04-26 09:00:00,3.3,-0.5,76.0,0.0,,290.0,7.6,,1030.3,,1.0,Boston
2024-04-26 10:00:00,3.9,-1.1,70.0,0.0,,350.0,9.4,,1032.0,,4.0,Boston
2024-04-26 11:00:00,6.7,0.6,65.0,0.0,,20.0,13.0,,1032.5,,2.0,Boston
2024-04-26 12:00:00,8.9,-0.7,51.0,0.0,,30.0,18.4,,1032.9,,2.0,Boston
2024-04-26 13:00:00,8.9,-1.0,50.0,0.0,,70.0,18.4,,1033.2,,2.0,Boston
2024-04-26 14:00:00,8.9,-1.0,50.0,0.0,,70.0,18.4,,1033.2,,2.0,Boston
2024-04-26 15:00:00,9.4,-1.1,48.0,0.0,,110.0,22.3,,1032.9,,2.0,Boston
2024-04-26 16:00:00,8.9,-0.7,51.0,0.0,,120.0,20.5,,1032.4,,2.0,Boston
2024-04-26 17:00:00,10.0,-1.7,44.0,0.0,,120.0,20.5,,1032.3,,2.0,Boston
2024-04-26 18:00:00,10.0,-1.1,46.0,0.0,,120.0,22.3,,1031.8,,2.0,Boston
2024-04-26 19:00:00,10.0,-1.1,46.0,0.0,,120.0,22.3,,1031.8,,2.0,Boston
2024-04-26 20:00:00,10.0,-5.6,33.0,0.0,,110.0,24.1,,1031.4,,2.0,Boston
2024-04-26 21:00:00,10.0,-4.0,37.0,0.0,,100.0,24.1,,1031.5,,2.0,Boston
2024-04-26 22:00:00,9.4,-1.6,46.0,0.0,,120.0,18.4,,1031.3,,2.0,Boston
2024-04-26 23:00:00,9.4,-1.6,46.0,0.0,,120.0,18.4,,1031.3,,2.0,Boston
2024-04-27 00:00:00,8.9,-1.8,47.0,0.0,,170.0,16.6,,1031.9,,2.0,Boston
2024-04-27 01:00:00,8.3,-1.8,49.0,0.0,,210.0,18.4,,1032.2,,2.0,Boston
2024-04-27 02:00:00,7.2,-2.8,49.0,0.0,,200.0,13.0,,1032.7,,2.0,Boston
2024-04-27 03:00:00,6.7,-1.7,55.0,0.0,,220.0,14.8,,1033.1,,1.0,Boston
2024-04-27 04:00:00,6.7,-1.7,55.0,0.0,,220.0,14.8,,1033.1,,1.0,Boston
2024-04-27 05:00:00,6.1,-3.3,51.0,0.0,,220.0,14.8,,1032.5,,1.0,Boston
2024-04-27 06:00:00,5.6,-1.1,62.0,0.0,,220.0,11.2,,1032.4,,1.0,Boston
2024-04-27 07:00:00,4.4,-0.6,70.0,0.0,,190.0,7.6,,1032.9,,1.0,Boston
2024-04-27 08:00:00,3.9,0.1,76.0,0.0,,190.0,13.0,,1032.9,,1.0,Boston
2024-04-27 09:00:00,3.9,0.1,76.0,0.0,,190.0,13.0,,1032.9,,1.0,Boston
2024-04-27 10:00:00,6.1,1.0,70.0,0.0,,220.0,14.8,,1034.0,,2.0,Boston
2024-04-27 11:00:00,7.8,1.6,65.0,0.0,,220.0,7.6,,1034.0,,2.0,Boston
2024-04-27 12:00:00,9.4,1.1,56.0,0.0,,0.0,0.0,,1033.9,,2.0,Boston
2024-04-27 13:00:00,11.7,1.6,50.0,0.0,,0.0,5.4,,1033.5,,2.0,Boston
2024-04-27 14:00:00,11.7,1.6,50.0,0.0,,130.0,5.4,,1033.5,,2.0,Boston
2024-04-27 15:00:00,13.9,1.8,44.0,0.0,,130.0,13.0,,1032.1,,2.0,Boston
2024-04-27 16:00:00,15.6,1.0,37.0,0.0,,130.0,14.8,,1031.2,,2.0,Boston
2024-04-27 17:00:00,13.3,3.9,53.0,0.0,,130.0,14.8,,1030.6,,3.0,Boston
2024-04-27 18:00:00,13.3,3.4,51.0,0.0,,120.0,25.9,,1029.5,,3.0,Boston
2024-04-27 19:00:00,13.3,3.4,51.0,0.0,,110.0,31.7,,1029.5,,3.0,Boston
2024-04-27 20:00:00,12.8,4.5,57.0,0.0,,120.0,18.4,,1027.8,,3.0,Boston
