datetime,respondent_code,value
2024-09-12 13:00:00,NE,-264
2024-09-12 13:00:00,NE,11257
2024-09-12 13:00:00,NE,11520
2024-09-12 13:00:00,NE,11521
2024-09-12 14:00:00,NE,40
2024-09-12 14:00:00,NE,11041
2024-09-12 14:00:00,NE,10820
2024-09-12 14:00:00,NE,11001
2024-09-12 15:00:00,NE,405
2024-09-12 15:00:00,NE,11071
2024-09-12 15:00:00,NE,10420
2024-09-12 15:00:00,NE,10666
2024-09-12 16:00:00,NE,10470
2024-09-12 16:00:00,NE,10505
2024-09-12 16:00:00,NE,901
2024-09-12 16:00:00,NE,11406
2024-09-12 17:00:00,NE,11604
2024-09-12 17:00:00,NE,10270
2024-09-12 17:00:00,NE,10583
2024-09-12 17:00:00,NE,1021
2024-09-12 18:00:00,NE,1232
2024-09-12 18:00:00,NE,12260
2024-09-12 18:00:00,NE,10790
2024-09-12 18:00:00,NE,11028
2024-09-12 19:00:00,NE,11624
2024-09-12 19:00:00,NE,12750
2024-09-12 19:00:00,NE,11370
2024-09-12 19:00:00,NE,1126
2024-09-12 20:00:00,NE,854
2024-09-12 20:00:00,NE,13260
2024-09-12 20:00:00,NE,12470
2024-09-12 20:00:00,NE,12406
2024-09-12 21:00:00,NE,13735
2024-09-12 21:00:00,NE,13838
2024-09-12 21:00:00,NE,103
2024-09-12 21:00:00,NE,13890
2024-09-12 22:00:00,NE,-301
2024-09-12 22:00:00,NE,14613
2024-09-12 22:00:00,NE,15180
2024-09-12 22:00:00,NE,14914
2024-09-12 23:00:00,NE,15550
2024-09-12 23:00:00,NE,15383
2024-09-12 23:00:00,NE,-521
2024-09-12 23:00:00,NE,14862
2024-09-13 00:00:00,NE,-1169
2024-09-13 00:00:00,NE,14245
2024-09-13 00:00:00,NE,15510
2024-09-13 00:00:00,NE,15414
2024-09-13 01:00:00,NE,-1097
2024-09-13 01:00:00,NE,13711
2024-09-13 01:00:00,NE,14980
2024-09-13 01:00:00,NE,14808
2024-09-13 02:00:00,NE,13848
2024-09-13 02:00:00,NE,14000
2024-09-13 02:00:00,NE,-545
2024-09-13 02:00:00,NE,13303
2024-09-13 03:00:00,NE,-484
2024-09-13 03:00:00,NE,12356
2024-09-13 03:00:00,NE,12840
2024-09-13 03:00:00,NE,12840
2024-09-13 04:00:00,NE,-1441
2024-09-13 04:00:00,NE,10398
2024-09-13 04:00:00,NE,11790
2024-09-13 04:00:00,NE,11839
2024-09-13 05:00:00,NE,-1197
2024-09-13 05:00:00,NE,9947
2024-09-13 05:00:00,NE,10810
2024-09-13 05:00:00,NE,11144
2024-09-13 06:00:00,NE,10280
2024-09-13 06:00:00,NE,10796
2024-09-13 06:00:00,NE,-920
2024-09-13 06:00:00,NE,9876
2024-09-13 07:00:00,NE,-1189
2024-09-13 07:00:00,NE,9930
2024-09-13 07:00:00,NE,9980
2024-09-13 07:00:00,NE,11119
2024-09-13 08:00:00,NE,-1177
2024-09-13 08:00:00,NE,9809
2024-09-13 08:00:00,NE,9830
2024-09-13 08:00:00,NE,10986
2024-09-13 09:00:00,NE,11121
2024-09-13 09:00:00,NE,-1235
2024-09-13 09:00:00,NE,9886
2024-09-13 09:00:00,NE,9990
2024-09-13 10:00:00,NE,-1082
2024-09-13 10:00:00,NE,10126
2024-09-13 10:00:00,NE,10680
2024-09-13 10:00:00,NE,11208
2024-09-13 11:00:00,NE,11800
2024-09-13 11:00:00,NE,11939
2024-09-13 11:00:00,NE,-887
2024-09-13 11:00:00,NE,11052
2024-09-13 12:00:00,NE,11942
2024-09-13 12:00:00,NE,12440
2024-09-13 12:00:00,NE,12392
2024-09-13 12:00:00,NE,-450
2024-09-13 13:00:00,NE,-2
2024-09-13 13:00:00,NE,12021
2024-09-13 13:00:00,NE,11970
2024-09-13 13:00:00,NE,12023
2024-09-13 14:00:00,NE,11532
2024-09-13 14:00:00,NE,11967
2024-09-13 14:00:00,NE,11390
2024-09-13 14:00:00,NE,435
2024-09-13 15:00:00,NE,891
2024-09-13 15:00:00,NE,12168
2024-09-13 15:00:00,NE,10980
2024-09-13 15:00:00,NE,11277
2024-09-13 16:00:00,NE,11224
2024-09-13 16:00:00,NE,11150
2024-09-13 16:00:00,NE,1258
2024-09-13 16:00:00,NE,12482
2024-09-13 17:00:00,NE,1002
2024-09-13 17:00:00,NE,12463
2024-09-13 17:00:00,NE,11130
2024-09-13 17:00:00,NE,11461
2024-09-13 18:00:00,NE,1034
2024-09-13 18:00:00,NE,12854
2024-09-13 18:00:00,NE,11830
2024-09-13 18:00:00,NE,11820
2024-09-13 19:00:00,NE,12547
2024-09-13 19:00:00,NE,811
2024-09-13 19:00:00,NE,13358
2024-09-13 19:00:00,NE,12690
2024-09-13 20:00:00,NE,644
2024-09-13 20:00:00,NE,14277
2024-09-13 20:00:00,NE,13910
2024-09-13 20:00:00,NE,13633
2024-09-13 21:00:00,NE,15270
2024-09-13 21:00:00,NE,14851
2024-09-13 21:00:00,NE,-352
2024-09-13 21:00:00,NE,14499
2024-09-13 22:00:00,NE,14935
2024-09-13 22:00:00,NE,16160
2024-09-13 22:00:00,NE,15805
2024-09-13 22:00:00,NE,-870
2024-09-13 23:00:00,NE,-1297
2024-09-13 23:00:00,NE,14710
2024-09-13 23:00:00,NE,16300
2024-09-13 23:00:00,NE,16007
2024-09-14 00:00:00,NE,-1844
2024-09-14 00:00:00,NE,14068
2024-09-14 00:00:00,NE,16100
2024-09-14 00:00:00,NE,15912
2024-09-14 01:00:00,NE,-1673
2024-09-14 01:00:00,NE,13614
2024-09-14 01:00:00,NE,15510
2024-09-14 01:00:00,NE,15287
2024-09-14 02:00:00,NE,14407
2024-09-14 02:00:00,NE,14590
2024-09-14 02:00:00,NE,-1106
2024-09-14 02:00:00,NE,13301
2024-09-14 03:00:00,NE,-621
2024-09-14 03:00:00,NE,12728
2024-09-14 03:00:00,NE,13510
2024-09-14 03:00:00,NE,13349
2024-09-14 04:00:00,NE,12460
2024-09-14 04:00:00,NE,12264
2024-09-14 04:00:00,NE,-744
2024-09-14 04:00:00,NE,11520
2024-09-14 05:00:00,NE,-980
2024-09-14 05:00:00,NE,10480
2024-09-14 05:00:00,NE,11530
2024-09-14 05:00:00,NE,11460
2024-09-14 06:00:00,NE,-1081
2024-09-14 06:00:00,NE,9800
2024-09-14 06:00:00,NE,10830
2024-09-14 06:00:00,NE,10881
2024-09-14 07:00:00,NE,10717
2024-09-14 07:00:00,NE,10420
2024-09-14 07:00:00,NE,-1104
2024-09-14 07:00:00,NE,9613
2024-09-14 08:00:00,NE,9483
2024-09-14 08:00:00,NE,10190
2024-09-14 08:00:00,NE,10534
2024-09-14 08:00:00,NE,-1051
2024-09-14 09:00:00,NE,-933
2024-09-14 09:00:00,NE,9505
2024-09-14 09:00:00,NE,10110
2024-09-14 09:00:00,NE,10438
2024-09-14 10:00:00,NE,10837
2024-09-14 10:00:00,NE,9717
2024-09-14 10:00:00,NE,10260
2024-09-14 10:00:00,NE,-1120
2024-09-14 11:00:00,NE,-1208
2024-09-14 11:00:00,NE,10012
2024-09-14 11:00:00,NE,10770
2024-09-14 11:00:00,NE,11220
2024-09-14 12:00:00,NE,11278
2024-09-14 12:00:00,NE,10990
2024-09-14 12:00:00,NE,-937
2024-09-14 12:00:00,NE,10341
2024-09-14 13:00:00,NE,-557
2024-09-14 13:00:00,NE,10530
2024-09-14 13:00:00,NE,10820
2024-09-14 13:00:00,NE,11087
2024-09-14 14:00:00,NE,-106
2024-09-14 14:00:00,NE,10683
2024-09-14 14:00:00,NE,10390
2024-09-14 14:00:00,NE,10789
2024-09-14 15:00:00,NE,10809
2024-09-14 15:00:00,NE,22
2024-09-14 15:00:00,NE,10831
2024-09-14 15:00:00,NE,10220
2024-09-14 16:00:00,NE,353
2024-09-14 16:00:00,NE,11347
2024-09-14 16:00:00,NE,10380
2024-09-14 16:00:00,NE,10994
2024-09-14 17:00:00,NE,11420
2024-09-14 17:00:00,NE,10650
2024-09-14 17:00:00,NE,559
2024-09-14 17:00:00,NE,11979
2024-09-14 18:00:00,NE,12236
2024-09-14 18:00:00,NE,11636
2024-09-14 18:00:00,NE,600
2024-09-14 18:00:00,NE,11620
2024-09-14 19:00:00,NE,464
2024-09-14 19:00:00,NE,12753
2024-09-14 19:00:00,NE,12380
2024-09-14 19:00:00,NE,12289
2024-09-14 20:00:00,NE,477
2024-09-14 20:00:00,NE,13653
2024-09-14 20:00:00,NE,13280
2024-09-14 20:00:00,NE,13176
2024-09-14 21:00:00,NE,14313
2024-09-14 21:00:00,NE,243
2024-09-14 21:00:00,NE,14556
2024-09-14 21:00:00,NE,14160
2024-09-14 22:00:00,NE,-374
2024-09-14 22:00:00,NE,14964
2024-09-14 22:00:00,NE,15020
2024-09-14 22:00:00,NE,15338
2024-09-14 23:00:00,NE,15583
2024-09-14 23:00:00,NE,-828
2024-09-14 23:00:00,NE,14755
2024-09-14 23:00:00,NE,15400
2024-09-15 00:00:00,NE,-1069
2024-09-15 00:00:00,NE,14312
2024-09-15 00:00:00,NE,15230
2024-09-15 00:00:00,NE,15381
2024-09-15 01:00:00,NE,-661
2024-09-15 01:00:00,NE,14079
2024-09-15 01:00:00,NE,14670
2024-09-15 01:00:00,NE,14740
2024-09-15 02:00:00,NE,-749
2024-09-15 02:00:00,NE,13165
2024-09-15 02:00:00,NE,13810
2024-09-15 02:00:00,NE,13914
2024-09-15 03:00:00,NE,12850
2024-09-15 03:00:00,NE,12970
2024-09-15 03:00:00,NE,12442
2024-09-15 03:00:00,NE,-528
2024-09-15 04:00:00,NE,12020
2024-09-15 04:00:00,NE,-589
2024-09-15 04:00:00,NE,11431
2024-09-15 04:00:00,NE,11940
2024-09-15 05:00:00,NE,-935
2024-09-15 05:00:00,NE,10342
2024-09-15 05:00:00,NE,11110
2024-09-15 05:00:00,NE,11277
2024-09-15 06:00:00,NE,9635
2024-09-15 06:00:00,NE,10550
2024-09-15 06:00:00,NE,10727
2024-09-15 06:00:00,NE,-1092
2024-09-15 07:00:00,NE,-1152
2024-09-15 07:00:00,NE,9256
2024-09-15 07:00:00,NE,10190
2024-09-15 07:00:00,NE,10408
2024-09-15 08:00:00,NE,10324
2024-09-15 08:00:00,NE,9930
2024-09-15 08:00:00,NE,-1162
2024-09-15 08:00:00,NE,9162
2024-09-15 09:00:00,NE,-1095
2024-09-15 09:00:00,NE,9455
2024-09-15 09:00:00,NE,9790
2024-09-15 09:00:00,NE,10550
2024-09-15 10:00:00,NE,-1232
2024-09-15 10:00:00,NE,9412
2024-09-15 10:00:00,NE,9900
2024-09-15 10:00:00,NE,10644
2024-09-15 11:00:00,NE,10905
2024-09-15 11:00:00,NE,-1197
2024-09-15 11:00:00,NE,9708
2024-09-15 11:00:00,NE,10200
2024-09-15 12:00:00,NE,-1278
2024-09-15 12:00:00,NE,9777
2024-09-15 12:00:00,NE,10370
2024-09-15 12:00:00,NE,11055
2024-09-15 13:00:00,NE,10939
2024-09-15 13:00:00,NE,10090
2024-09-15 13:00:00,NE,-849
2024-09-15 13:00:00,NE,10110
2024-09-15 14:00:00,NE,9990
2024-09-15 14:00:00,NE,9820
2024-09-15 14:00:00,NE,10412
2024-09-15 14:00:00,NE,-422
2024-09-15 15:00:00,NE,-158
2024-09-15 15:00:00,NE,9841
2024-09-15 15:00:00,NE,9420
2024-09-15 15:00:00,NE,9999
2024-09-15 16:00:00,NE,10008
2024-09-15 16:00:00,NE,10440
2024-09-15 16:00:00,NE,9400
2024-09-15 16:00:00,NE,432
2024-09-15 17:00:00,NE,936
2024-09-15 17:00:00,NE,11025
2024-09-15 17:00:00,NE,9540
2024-09-15 17:00:00,NE,10089
2024-09-15 18:00:00,NE,10510
2024-09-15 18:00:00,NE,10400
2024-09-15 18:00:00,NE,1313
2024-09-15 18:00:00,NE,11823
2024-09-15 19:00:00,NE,0
2024-09-15 19:00:00,NE,12865
2024-09-15 19:00:00,NE,11050
2024-09-15 19:00:00,NE,11168
2024-09-15 20:00:00,NE,1421
2024-09-15 20:00:00,NE,13612
2024-09-15 20:00:00,NE,11920
2024-09-15 20:00:00,NE,12191
2024-09-15 21:00:00,NE,13548
2024-09-15 21:00:00,NE,547
2024-09-15 21:00:00,NE,14095
2024-09-15 21:00:00,NE,13470
2024-09-15 22:00:00,NE,258
2024-09-15 22:00:00,NE,15196
2024-09-15 22:00:00,NE,14780
2024-09-15 22:00:00,NE,14938
2024-09-15 23:00:00,NE,15363
2024-09-15 23:00:00,NE,-416
2024-09-15 23:00:00,NE,14947
2024-09-15 23:00:00,NE,15200
2024-09-16 00:00:00,NE,-846
2024-09-16 00:00:00,NE,14395
2024-09-16 00:00:00,NE,15010
2024-09-16 00:00:00,NE,15241
2024-09-16 01:00:00,NE,-974
2024-09-16 01:00:00,NE,13541
2024-09-16 01:00:00,NE,14440
2024-09-16 01:00:00,NE,14515
2024-09-16 02:00:00,NE,13465
2024-09-16 02:00:00,NE,-416
2024-09-16 02:00:00,NE,13049
2024-09-16 02:00:00,NE,13520
2024-09-16 03:00:00,NE,-353
2024-09-16 03:00:00,NE,11942
2024-09-16 03:00:00,NE,12450
2024-09-16 03:00:00,NE,12295
2024-09-16 04:00:00,NE,11249
2024-09-16 04:00:00,NE,-894
2024-09-16 04:00:00,NE,10355
2024-09-16 04:00:00,NE,11480
2024-09-16 05:00:00,NE,-957
2024-09-16 05:00:00,NE,9806
2024-09-16 05:00:00,NE,10490
2024-09-16 05:00:00,NE,10763
2024-09-16 06:00:00,NE,-1043
2024-09-16 06:00:00,NE,9869
2024-09-16 06:00:00,NE,9990
2024-09-16 06:00:00,NE,10912
2024-09-16 07:00:00,NE,-1070
2024-09-16 07:00:00,NE,9805
2024-09-16 07:00:00,NE,9700
2024-09-16 07:00:00,NE,10875
2024-09-16 08:00:00,NE,10740
2024-09-16 08:00:00,NE,9570
2024-09-16 08:00:00,NE,-1215
2024-09-16 08:00:00,NE,9525
2024-09-16 09:00:00,NE,9634
2024-09-16 09:00:00,NE,9780
2024-09-16 09:00:00,NE,10916
2024-09-16 09:00:00,NE,-1282
2024-09-16 10:00:00,NE,-1056
2024-09-16 10:00:00,NE,10149
2024-09-16 10:00:00,NE,10480
2024-09-16 10:00:00,NE,11205
2024-09-16 11:00:00,NE,-500
2024-09-16 11:00:00,NE,11100
2024-09-16 11:00:00,NE,11630
2024-09-16 11:00:00,NE,11600
2024-09-16 12:00:00,NE,-555
2024-09-16 12:00:00,NE,11497
2024-09-16 12:00:00,NE,12060
2024-09-16 12:00:00,NE,12052
2024-09-16 13:00:00,NE,11555
2024-09-16 13:00:00,NE,11550
2024-09-16 13:00:00,NE,-148
2024-09-16 13:00:00,NE,11407
2024-09-16 14:00:00,NE,322
2024-09-16 14:00:00,NE,11362
2024-09-16 14:00:00,NE,10810
2024-09-16 14:00:00,NE,11040
2024-09-16 15:00:00,NE,10430
2024-09-16 15:00:00,NE,10958
2024-09-16 15:00:00,NE,597
2024-09-16 15:00:00,NE,11555
2024-09-16 16:00:00,NE,826
2024-09-16 16:00:00,NE,11693
2024-09-16 16:00:00,NE,10480
2024-09-16 16:00:00,NE,10867
2024-09-16 17:00:00,NE,1119
2024-09-16 17:00:00,NE,12021
2024-09-16 17:00:00,NE,10710
2024-09-16 17:00:00,NE,10902
2024-09-16 18:00:00,NE,11287
2024-09-16 18:00:00,NE,11320
2024-09-16 18:00:00,NE,591
2024-09-16 18:00:00,NE,11878
2024-09-16 19:00:00,NE,12896
2024-09-16 19:00:00,NE,11830
2024-09-16 19:00:00,NE,11815
2024-09-16 19:00:00,NE,1081
2024-09-16 20:00:00,NE,875
2024-09-16 20:00:00,NE,13612
2024-09-16 20:00:00,NE,12890
2024-09-16 20:00:00,NE,12737
2024-09-16 21:00:00,NE,14079
2024-09-16 21:00:00,NE,14303
2024-09-16 21:00:00,NE,14090
2024-09-16 21:00:00,NE,224
2024-09-16 22:00:00,NE,-756
2024-09-16 22:00:00,NE,14626
2024-09-16 22:00:00,NE,15270
2024-09-16 22:00:00,NE,15382
2024-09-16 23:00:00,NE,15732
2024-09-16 23:00:00,NE,15700
2024-09-16 23:00:00,NE,-1007
2024-09-16 23:00:00,NE,14725
2024-09-17 00:00:00,NE,-518
2024-09-17 00:00:00,NE,15111
2024-09-17 00:00:00,NE,15660
2024-09-17 00:00:00,NE,15629
2024-09-17 01:00:00,NE,-491
2024-09-17 01:00:00,NE,14392
2024-09-17 01:00:00,NE,14860
2024-09-17 01:00:00,NE,14883
2024-09-17 02:00:00,NE,13852
2024-09-17 02:00:00,NE,-503
2024-09-17 02:00:00,NE,13349
2024-09-17 02:00:00,NE,13900
2024-09-17 03:00:00,NE,-697
2024-09-17 03:00:00,NE,11980
2024-09-17 03:00:00,NE,12650
2024-09-17 03:00:00,NE,12677
2024-09-17 04:00:00,NE,11596
2024-09-17 04:00:00,NE,-1117
2024-09-17 04:00:00,NE,10479
2024-09-17 04:00:00,NE,11560
2024-09-17 05:00:00,NE,9661
2024-09-17 05:00:00,NE,10830
2024-09-17 05:00:00,NE,11121
2024-09-17 05:00:00,NE,-1460
2024-09-17 06:00:00,NE,-1186
2024-09-17 06:00:00,NE,9774
2024-09-17 06:00:00,NE,10310
2024-09-17 06:00:00,NE,10960
2024-09-17 07:00:00,NE,11108
2024-09-17 07:00:00,NE,9727
2024-09-17 07:00:00,NE,10010
2024-09-17 07:00:00,NE,-1381
2024-09-17 08:00:00,NE,-1250
2024-09-17 08:00:00,NE,9811
2024-09-17 08:00:00,NE,9910
2024-09-17 08:00:00,NE,11061
2024-09-17 09:00:00,NE,11230
2024-09-17 09:00:00,NE,10090
2024-09-17 09:00:00,NE,-1204
2024-09-17 09:00:00,NE,10026
2024-09-17 10:00:00,NE,-1311
2024-09-17 10:00:00,NE,10093
2024-09-17 10:00:00,NE,10780
2024-09-17 10:00:00,NE,11404
2024-09-17 11:00:00,NE,-1116
2024-09-17 11:00:00,NE,10857
2024-09-17 11:00:00,NE,11950
2024-09-17 11:00:00,NE,11973
2024-09-17 12:00:00,NE,12402
2024-09-17 12:00:00,NE,-1026
2024-09-17 12:00:00,NE,11376
2024-09-17 12:00:00,NE,12430
2024-09-17 13:00:00,NE,-565
2024-09-17 13:00:00,NE,11448
2024-09-17 13:00:00,NE,11910
2024-09-17 13:00:00,NE,12013
2024-09-17 14:00:00,NE,11241
2024-09-17 14:00:00,NE,20
2024-09-17 14:00:00,NE,11261
2024-09-17 14:00:00,NE,11210
2024-09-17 15:00:00,NE,233
2024-09-17 15:00:00,NE,11034
2024-09-17 15:00:00,NE,10800
2024-09-17 15:00:00,NE,10801
2024-09-17 16:00:00,NE,239
2024-09-17 16:00:00,NE,11135
2024-09-17 16:00:00,NE,10830
2024-09-17 16:00:00,NE,10896
2024-09-17 17:00:00,NE,11347
2024-09-17 17:00:00,NE,133
2024-09-17 17:00:00,NE,11480
2024-09-17 17:00:00,NE,11210
2024-09-17 18:00:00,NE,209
2024-09-17 18:00:00,NE,12293
2024-09-17 18:00:00,NE,11810
2024-09-17 18:00:00,NE,12084
2024-09-17 19:00:00,NE,12602
2024-09-17 19:00:00,NE,-364
2024-09-17 19:00:00,NE,12238
2024-09-17 19:00:00,NE,12560
2024-09-17 20:00:00,NE,-768
2024-09-17 20:00:00,NE,12688
2024-09-17 20:00:00,NE,13570
2024-09-17 20:00:00,NE,13456
2024-09-17 21:00:00,NE,-817
2024-09-17 21:00:00,NE,13871
2024-09-17 21:00:00,NE,14680
2024-09-17 21:00:00,NE,14688
2024-09-17 22:00:00,NE,-1248
2024-09-17 22:00:00,NE,14230
2024-09-17 22:00:00,NE,15720
2024-09-17 22:00:00,NE,15478
2024-09-17 23:00:00,NE,15739
2024-09-17 23:00:00,NE,16000
2024-09-17 23:00:00,NE,14773
2024-09-17 23:00:00,NE,-966
2024-09-18 00:00:00,NE,15758
2024-09-18 00:00:00,NE,-731
2024-09-18 00:00:00,NE,15027
2024-09-18 00:00:00,NE,15980
2024-09-18 01:00:00,NE,14297
2024-09-18 01:00:00,NE,15109
2024-09-18 01:00:00,NE,-812
2024-09-18 01:00:00,NE,15190
2024-09-18 02:00:00,NE,-627
2024-09-18 02:00:00,NE,13510
2024-09-18 02:00:00,NE,14170
2024-09-18 02:00:00,NE,14137
2024-09-18 03:00:00,NE,-1058
2024-09-18 03:00:00,NE,12152
2024-09-18 03:00:00,NE,12950
2024-09-18 03:00:00,NE,13210
2024-09-18 04:00:00,NE,12376
2024-09-18 04:00:00,NE,-1228
2024-09-18 04:00:00,NE,11148
2024-09-18 04:00:00,NE,11930
2024-09-18 05:00:00,NE,-1148
2024-09-18 05:00:00,NE,10638
2024-09-18 05:00:00,NE,11070
2024-09-18 05:00:00,NE,11786
2024-09-18 06:00:00,NE,11710
2024-09-18 06:00:00,NE,-899
2024-09-18 06:00:00,NE,10811
2024-09-18 06:00:00,NE,10540
2024-09-18 07:00:00,NE,-701
2024-09-18 07:00:00,NE,10702
2024-09-18 07:00:00,NE,10220
2024-09-18 07:00:00,NE,11403
2024-09-18 08:00:00,NE,-511
2024-09-18 08:00:00,NE,10706
2024-09-18 08:00:00,NE,10070
2024-09-18 08:00:00,NE,11217
2024-09-18 09:00:00,NE,-543
2024-09-18 09:00:00,NE,10740
2024-09-18 09:00:00,NE,10220
2024-09-18 09:00:00,NE,11283
2024-09-18 10:00:00,NE,10910
2024-09-18 10:00:00,NE,11794
2024-09-18 10:00:00,NE,11270
2024-09-18 10:00:00,NE,-524
2024-09-18 11:00:00,NE,12031
2024-09-18 11:00:00,NE,137
2024-09-18 11:00:00,NE,12168
2024-09-18 11:00:00,NE,12050
2024-09-18 12:00:00,NE,294
2024-09-18 12:00:00,NE,12776
2024-09-18 12:00:00,NE,12520
2024-09-18 12:00:00,NE,12482
2024-09-18 13:00:00,NE,12877
2024-09-18 13:00:00,NE,12350
2024-09-18 13:00:00,NE,12345
2024-09-18 13:00:00,NE,532
2024-09-18 14:00:00,NE,912
2024-09-18 14:00:00,NE,13027
2024-09-18 14:00:00,NE,12020
2024-09-18 14:00:00,NE,12115
2024-09-18 15:00:00,NE,11937
2024-09-18 15:00:00,NE,11690
2024-09-18 15:00:00,NE,1191
2024-09-18 15:00:00,NE,13128
2024-09-18 16:00:00,NE,1200
2024-09-18 16:00:00,NE,13134
2024-09-18 16:00:00,NE,11760
2024-09-18 16:00:00,NE,11934
2024-09-18 17:00:00,NE,1154
2024-09-18 17:00:00,NE,13471
2024-09-18 17:00:00,NE,11890
2024-09-18 17:00:00,NE,12317
2024-09-18 18:00:00,NE,12490
2024-09-18 18:00:00,NE,853
2024-09-18 18:00:00,NE,13343
2024-09-18 18:00:00,NE,12500
2024-09-18 19:00:00,NE,897
2024-09-18 19:00:00,NE,13938
2024-09-18 19:00:00,NE,13110
2024-09-18 19:00:00,NE,13041
2024-09-18 20:00:00,NE,13745
2024-09-18 20:00:00,NE,14307
2024-09-18 20:00:00,NE,562
2024-09-18 20:00:00,NE,13840
2024-09-18 21:00:00,NE,14974
2024-09-18 21:00:00,NE,14540
2024-09-18 21:00:00,NE,14449
2024-09-18 21:00:00,NE,525
2024-09-18 22:00:00,NE,-145
2024-09-18 22:00:00,NE,14962
2024-09-18 22:00:00,NE,15440
2024-09-18 22:00:00,NE,15107
2024-09-18 23:00:00,NE,15418
2024-09-18 23:00:00,NE,15300
2024-09-18 23:00:00,NE,15800
2024-09-18 23:00:00,NE,-118
2024-09-19 00:00:00,NE,166
2024-09-19 00:00:00,NE,15702
2024-09-19 00:00:00,NE,15730
2024-09-19 00:00:00,NE,15536
2024-09-19 01:00:00,NE,15015
2024-09-19 01:00:00,NE,14930
2024-09-19 01:00:00,NE,84
2024-09-19 01:00:00,NE,15099
2024-09-19 02:00:00,NE,274
2024-09-19 02:00:00,NE,14429
2024-09-19 02:00:00,NE,13960
2024-09-19 02:00:00,NE,14155
2024-09-19 03:00:00,NE,6
2024-09-19 03:00:00,NE,13069
2024-09-19 03:00:00,NE,12860
2024-09-19 03:00:00,NE,13063
2024-09-19 04:00:00,NE,12080
2024-09-19 04:00:00,NE,-302
2024-09-19 04:00:00,NE,11778
2024-09-19 04:00:00,NE,11870
2024-09-19 05:00:00,NE,-572
2024-09-19 05:00:00,NE,11256
2024-09-19 05:00:00,NE,11310
2024-09-19 05:00:00,NE,11828
2024-09-19 06:00:00,NE,11739
2024-09-19 06:00:00,NE,-768
2024-09-19 06:00:00,NE,10971
2024-09-19 06:00:00,NE,10820
2024-09-19 07:00:00,NE,-826
2024-09-19 07:00:00,NE,10776
2024-09-19 07:00:00,NE,10510
2024-09-19 07:00:00,NE,11602
2024-09-19 08:00:00,NE,-710
2024-09-19 08:00:00,NE,10822
2024-09-19 08:00:00,NE,10370
2024-09-19 08:00:00,NE,11532
2024-09-19 09:00:00,NE,11684
2024-09-19 09:00:00,NE,-835
2024-09-19 09:00:00,NE,10849
2024-09-19 09:00:00,NE,10560
2024-09-19 10:00:00,NE,-660
2024-09-19 10:00:00,NE,11181
2024-09-19 10:00:00,NE,11230
2024-09-19 10:00:00,NE,11841
2024-09-19 11:00:00,NE,12618
2024-09-19 11:00:00,NE,-27
2024-09-19 11:00:00,NE,12591
2024-09-19 11:00:00,NE,12460
2024-09-19 12:00:00,NE,166
2024-09-19 12:00:00,NE,13135
2024-09-19 12:00:00,NE,13000
2024-09-19 12:00:00,NE,12969
2024-09-19 13:00:00,NE,265
2024-09-19 13:00:00,NE,13036
2024-09-19 13:00:00,NE,12770
2024-09-19 13:00:00,NE,12771
2024-09-19 14:00:00,NE,256
2024-09-19 14:00:00,NE,12648
2024-09-19 14:00:00,NE,12300
2024-09-19 14:00:00,NE,12392
2024-09-19 15:00:00,NE,12223
2024-09-19 15:00:00,NE,11970
2024-09-19 15:00:00,NE,606
2024-09-19 15:00:00,NE,12829
2024-09-19 16:00:00,NE,13088
2024-09-19 16:00:00,NE,11930
2024-09-19 16:00:00,NE,12020
2024-09-19 16:00:00,NE,1068
2024-09-19 17:00:00,NE,1281
2024-09-19 17:00:00,NE,13621
2024-09-19 17:00:00,NE,12110
2024-09-19 17:00:00,NE,12340
2024-09-19 18:00:00,NE,1246
2024-09-19 18:00:00,NE,14051
2024-09-19 18:00:00,NE,12490
2024-09-19 18:00:00,NE,12805
2024-09-19 19:00:00,NE,1266
2024-09-19 19:00:00,NE,14530
2024-09-19 19:00:00,NE,13090
2024-09-19 19:00:00,NE,13264
2024-09-19 20:00:00,NE,13986
2024-09-19 20:00:00,NE,13780
2024-09-19 20:00:00,NE,936
2024-09-19 20:00:00,NE,14922
2024-09-19 21:00:00,NE,859
2024-09-19 21:00:00,NE,15784
2024-09-19 21:00:00,NE,14500
2024-09-19 21:00:00,NE,14925
2024-09-19 22:00:00,NE,15040
2024-09-19 22:00:00,NE,15632
2024-09-19 22:00:00,NE,576
2024-09-19 22:00:00,NE,16208
2024-09-19 23:00:00,NE,369
2024-09-19 23:00:00,NE,16212
2024-09-19 23:00:00,NE,15290
2024-09-19 23:00:00,NE,15843
2024-09-20 00:00:00,NE,-102
2024-09-20 00:00:00,NE,15857
2024-09-20 00:00:00,NE,15350
2024-09-20 00:00:00,NE,15959
2024-09-20 01:00:00,NE,15383
2024-09-20 01:00:00,NE,14620
2024-09-20 01:00:00,NE,-341
2024-09-20 01:00:00,NE,15042
2024-09-20 02:00:00,NE,14756
2024-09-20 02:00:00,NE,13710
2024-09-20 02:00:00,NE,14511
2024-09-20 02:00:00,NE,245
2024-09-20 03:00:00,NE,141
2024-09-20 03:00:00,NE,13552
2024-09-20 03:00:00,NE,12660
2024-09-20 03:00:00,NE,13411
2024-09-20 04:00:00,NE,12377
2024-09-20 04:00:00,NE,12151
2024-09-20 04:00:00,NE,11700
2024-09-20 04:00:00,NE,-226
